"Date & Time","Sample ID","Sample Type","Gln","Glu","Gluc","Lac","NH4+","Na+","K+","Ca++","pH","PO2","PCO2","Osm","Vessel ID","Batch ID","Cell Type","Vessel Temperature (°C)","Vessel Pressure (psi)","Sparging O2%","Chemistry Dilution Ratio","pH @ Temp","PCO2 @ Temp","PO2 @ Temp","O2 Saturation","CO2 Saturation","HCO3","Chemistry Flow Time","pH / Gas Flow Time","Tray Location","Time In Tray","Sample Time","Operator",
11/25/2024  15:39:42,E39D14SF-7,Default,,,1.66,0.17,17.90,145.7,15.37,0.22,7.543,0.0,44.1,,,,,34.0,0.0,20.9,1:1,7.589,38.7,0.0,0.0,5.4,37.4,7.43,3.75,4,12:03,11/25/2024  15:39:42,Flex2admin,
11/25/2024  15:41:44,E39D14SF-8,Default,,,1.47,0.19,20.43,152.9,17.24,0.22,7.531,12.8,53.4,,,,,34.0,0.0,20.9,1:1,7.578,46.8,10.3,6.9,6.5,44.1,7.44,3.78,5,14:04,11/25/2024  15:41:44,Flex2admin,
11/25/2024  15:43:41,E39D14SF-9,Default,,,3.95,0.16,18.52,142.9,17.16,0.24,7.532,62.9,44.2,,,,,34.0,0.0,20.9,1:1,7.578,38.7,51.2,34.3,5.4,36.5,7.30,3.74,6,16:01,11/25/2024  15:43:41,Flex2admin,
11/25/2024  15:45:39,E39D14SF-10,Default,,,3.21,0.17,16.67,138.8,15.43,0.23,7.482,3.4,46.1,,,,,34.0,0.0,20.9,1:1,7.528,40.4,2.8,1.8,5.6,33.9,7.46,3.73,7,17:58,11/25/2024  15:45:39,Flex2admin,
11/25/2024  15:47:37,E39D14SF-11,Default,,,1.48,0.20,20.12,151.5,16.90,0.23,7.513,0.0,50.6,,,,,34.0,0.0,20.9,1:1,7.559,44.3,0.0,0.0,6.2,40.0,7.42,3.68,8,19:56,11/25/2024  15:47:37,Flex2admin,
11/25/2024  15:49:35,E39D14SF-12,Default,,,2.45,0.16,19.10,150.0,17.05,0.23,7.488,1.8,59.5,,,,,34.0,0.0,20.9,1:1,7.534,52.1,1.4,1.0,7.3,44.3,7.32,3.70,9,21:53,11/25/2024  15:49:35,Flex2admin,
11/25/2024  15:51:32,E39D14SF-13,Default,,,3.86,0.44,13.71,144.3,16.78,0.24,7.443,97.5,30.6,,,,,34.0,0.0,20.9,1:1,7.488,26.8,81.3,54.4,3.7,20.5,7.44,3.70,10,23:50,11/25/2024  15:51:32,Flex2admin,
11/25/2024  15:53:34,E39D14SF-14,Default,,,4.06,0.21,11.31,140.8,15.28,0.21,7.404,19.7,49.1,,,,,34.0,0.0,20.9,1:1,7.449,43.0,15.9,10.6,6.0,30.1,7.34,3.72,11,25:52,11/25/2024  15:53:34,Flex2admin,
11/25/2024  15:55:32,E39D14SF-15,Default,,,3.95,0.17,19.38,144.6,15.70,0.23,7.586,57.4,38.2,,,,,34.0,0.0,20.9,1:1,7.633,33.5,46.6,31.2,4.7,35.8,7.41,3.71,12,27:49,11/25/2024  15:55:32,Flex2admin,
11/25/2024  15:57:30,E39D14SF-16,Default,,,2.06,0.20,20.34,150.8,16.70,0.21,7.596,58.0,49.7,,,,,34.0,0.0,20.9,1:1,7.644,43.6,47.1,31.5,6.1,47.8,7.26,3.78,13,29:24,11/25/2024  15:57:30,Flex2admin,
11/25/2024  15:59:27,E39D14SF-17,Default,,,5.49,0.16,18.20,145.0,16.07,0.23,7.554,56.7,38.7,,,,,34.0,0.0,20.9,1:1,7.601,34.0,46.1,30.8,4.7,33.7,7.21,3.71,14,31:20,11/25/2024  15:59:27,Flex2admin,
11/26/2024  6:26:18,E38D15BRX01,Default,,6.58,0.99,0.88,16.93,178.8,17.16,0.17,7.061,32.6,285.7,549,,,,34.0,0.0,20.9,1:1,7.098,250.5,26.4,17.6,34.8,78.2,7.55,3.72,,,11/26/2024  6:26:18,Flex2admin,
11/26/2024  6:38:46,E38D15BRX04,Default,,8.42,0.29,4.69,6.90,168.3,14.47,0.16,7.021,83.5,28.8,508,,,,34.0,0.0,20.9,1:1,7.057,25.3,68.8,45.7,3.5,7.2,7.15,3.45,,,11/26/2024  6:38:46,Flex2admin,
11/26/2024  8:16:05,E39D15SF-1,Default,,8.34,2.02,0.16,18.06,137.1,15.58,0.21,7.470,76.6,60.0,421,,,,34.0,0.0,20.9,1:1,7.516,52.7,62.8,41.7,7.3,43.0,7.61,3.69,17,0:12,11/26/2024  8:16:05,Flex2admin,
11/26/2024  8:19:12,E39D15SF-2,Default,0.86,5.63,0.27,0.16,18.18,144.8,15.37,0.25,7.515,12.6,50.8,412,,,,34.0,0.0,20.9,1:1,7.562,44.6,10.2,6.8,6.2,40.5,7.55,3.77,18,3:11,11/26/2024  8:19:12,Flex2admin,
11/26/2024  8:21:58,E39D15SF-3,Default,,8.35,2.32,0.78,9.47,144.4,15.55,0.23,7.175,48.3,54.7,442,,,,34.0,0.0,20.9,1:1,7.215,48.0,39.1,26.0,6.7,19.6,7.38,3.69,19,5:57,11/26/2024  8:21:58,Flex2admin,
11/26/2024  8:24:44,E39D15SF-4,Default,,8.96,3.75,1.19,10.06,145.7,16.39,0.23,7.039,45.1,65.8,475,,,,34.0,0.0,20.9,1:1,7.076,57.7,36.5,24.2,8.0,17.1,7.58,3.77,20,8:43,11/26/2024  8:24:44,Flex2admin,
11/26/2024  8:27:40,E39D15SF-5,Default,,7.69,1.95,0.17,19.12,141.3,16.14,0.22,7.480,15.5,58.1,435,,,,34.0,0.0,20.9,1:1,7.525,51.0,12.5,8.3,7.1,42.5,7.41,3.71,21,11:38,11/26/2024  8:27:40,Flex2admin,
11/26/2024  8:30:30,E39D15SF-6,Default,,8.33,1.85,0.13,19.60,149.2,16.61,0.21,7.490,0.0,61.7,459,,,,34.0,0.0,20.9,1:1,7.536,54.1,0.0,0.0,7.5,46.3,7.32,3.72,22,14:29,11/26/2024  8:30:30,Flex2admin,
11/26/2024  8:33:21,E39D15SF-7,Default,1.11,5.83,1.02,0.17,18.85,150.2,15.73,0.22,7.613,64.4,45.7,433,,,,34.0,0.0,20.9,1:1,7.661,40.1,52.4,34.8,5.6,45.7,7.51,3.78,23,17:19,11/26/2024  8:33:21,Flex2admin,
11/26/2024  8:36:17,E39D15SF-8,Default,,6.97,0.55,0.17,21.41,156.7,17.53,0.22,7.606,72.3,42.1,458,,,,34.0,0.0,20.9,1:1,7.654,37.0,59.1,39.2,5.1,41.5,7.35,3.75,24,20:15,11/26/2024  8:36:17,Flex2admin,
11/26/2024  8:39:13,E39D15SF-9,Default,,8.52,3.49,0.19,19.56,143.9,17.20,0.24,7.578,118.5,32.5,455,,,,34.0,0.0,20.9,1:1,7.625,28.5,101.3,67.3,4.0,30.0,7.56,3.68,1,23:10,11/26/2024  8:39:13,Flex2admin,
11/26/2024  8:42:09,E39D15SF-10,Default,,7.06,2.67,0.19,17.69,142.8,15.75,0.23,7.485,28.8,51.7,434,,,,34.0,0.0,20.9,1:1,7.531,45.3,23.3,15.5,6.3,38.3,7.58,3.71,2,26:06,11/26/2024  8:42:09,Flex2admin,
11/26/2024  8:44:59,E39D15SF-11,Default,,7.10,0.47,0.18,21.11,157.4,17.45,0.24,7.645,100.7,36.6,463,,,,34.0,0.0,20.9,1:1,7.694,32.1,84.3,56.0,4.5,39.5,7.34,3.71,3,28:56,11/26/2024  8:44:59,Flex2admin,
11/26/2024  8:47:50,E39D15SF-12,Default,,7.94,1.49,0.14,20.08,154.1,17.27,0.23,7.518,31.5,53.2,462,,,,34.0,0.0,20.9,1:1,7.564,46.6,25.5,16.9,6.5,42.6,7.55,3.73,4,31:46,11/26/2024  8:47:50,Flex2admin,
11/26/2024  8:50:36,E39D15SF-13,Default,,8.84,3.60,0.40,15.39,147.2,16.96,0.25,7.518,144.0,26.8,465,,,,34.0,0.0,20.9,1:1,7.564,23.5,127.0,84.4,3.3,21.5,7.59,3.79,5,34:32,11/26/2024  8:50:36,Flex2admin,
11/26/2024  8:53:24,E39D15SF-14,Default,,8.32,3.36,0.21,12.62,145.3,15.55,0.22,7.445,57.4,43.5,448,,,,34.0,0.0,20.9,1:1,7.490,38.1,46.6,30.9,5.3,29.4,7.29,3.72,6,37:19,11/26/2024  8:53:24,Flex2admin,
11/26/2024  8:56:14,E39D15SF-15,Default,,7.00,2.99,0.22,19.74,147.1,15.82,0.24,7.669,116.8,29.6,452,,,,34.0,0.0,20.9,1:1,7.719,25.9,99.6,66.2,3.6,33.8,7.46,3.73,7,40:10,11/26/2024  8:56:14,Flex2admin,
11/26/2024  8:59:10,E39D15SF-16,Default,,6.98,0.63,0.24,20.96,156.0,17.05,0.23,7.692,122.9,37.4,463,,,,34.0,0.0,20.9,1:1,7.742,32.8,105.5,70.1,4.6,45.0,7.48,3.80,8,42:50,11/26/2024  8:59:10,Flex2admin,
11/26/2024  9:02:01,E39D15SF-17,Default,,8.30,4.65,0.18,19.39,149.7,16.27,0.23,7.650,129.3,29.2,468,,,,34.0,0.0,20.9,1:1,7.699,25.6,112.0,74.4,3.6,31.9,7.50,3.72,9,45:40,11/26/2024  9:02:01,Flex2admin,
